chr	start	end	peak.annotation	target.genes
4	173852	174360	TSS	ostta04g00960
4	173875	174364	TSS	ostta04g00960
4	179659	180510	TSS	ostta04g01010
4	179670	180528	TSS	ostta04g01010
4	218828	219803	TSS	ostta04g01270
4	218837	219803	TSS	ostta04g01270
4	236371	237482	TSS	ostta04g01310
4	236395	237493	TSS	ostta04g01310
4	249805	250083	internal.gene.body	ostta04g01420
4	301046	301849	TSS	ostta04g01760
4	301057	301849	TSS	ostta04g01760
4	314095	314938	TSS	ostta04g01830
4	314082	315241	TSS	ostta04g01840,ostta04g01830
4	322769	323972	TSS	ostta04g01860,ostta04g01850
4	322591	323963	TSS	ostta04g01860,ostta04g01850
4	353600	353804	internal.gene.body	ostta04g02000
4	354111	354567	TSS	ostta04g02010
4	354114	354585	TSS	ostta04g02010
4	357285	357656	TSS	ostta04g02020
4	357365	357656	TSS	ostta04g02020
4	380100	380775	TSS	ostta04g02110
4	379951	380781	TSS	ostta04g02110
4	407522	408495	TSS	ostta04g02210
4	407518	408524	TSS	ostta04g02210
4	411597	412900	TSS	ostta04g02240,ostta04g02230
4	411586	412782	gene.body	ostta04g02230
4	419438	420332	TSS	ostta04g02280,ostta04g02270
4	419504	420325	TSS	ostta04g02280,ostta04g02270
4	436635	437320	TSS	ostta04g02390
4	436639	437320	TSS	ostta04g02390
4	451830	452573	TSS	ostta04g02510
4	451866	452576	TSS	ostta04g02510
4	457332	458081	TSS	ostta04g02560,ostta04g02550
4	457373	458075	TSS	ostta04g02560,ostta04g02550
4	471423	471629	TSS	ostta04g02650
4	471251	471498	internal.gene.body	ostta04g02650
4	477261	477623	internal.gene.body	ostta04g02710
4	479222	479828	TSS	ostta04g02740
4	479229	479856	TSS	ostta04g02740
4	494483	495566	TSS	ostta04g02830,ostta04g02820
4	494550	495549	TSS	ostta04g02830,ostta04g02820
4	500816	501267	TSS	ostta04g02840
4	500825	501381	TSS	ostta04g02840
4	503755	504449	TSS	ostta04g02850
4	503802	504453	TSS	ostta04g02850
4	517294	517893	TSS	ostta04g02910
4	517278	517890	TSS	ostta04g02910
4	525717	526270	TSS	ostta04g02970
4	525726	526294	TSS	ostta04g02970
4	528967	529203	internal.gene.body	ostta04g03000
4	528959	529202	internal.gene.body	ostta04g03000
4	535569	535702	intergenic	
4	537927	538144	TES	ostta04g03060
4	557930	558196	TSS	ostta04g03170
4	608840	609404	TSS	ostta04g03460
4	608847	609398	TSS	ostta04g03460
4	617100	617688	TSS	ostta04g03510
4	617101	617688	TSS	ostta04g03510
4	622118	622961	TSS	ostta04g03540,ostta04g03530
4	622032	623202	TSS	ostta04g03540,ostta04g03530
4	629685	629810	internal.gene.body	ostta04g03580
4	629685	629986	internal.gene.body	ostta04g03580
4	662214	662721	TSS	ostta04g03850,ostta04g03840
4	662214	662402	internal.gene.body	ostta04g03840
4	676550	676710	internal.gene.body	ostta04g03940
4	711610	713423	gene.body	ostta04g04150
4	711669	713423	gene.body	ostta04g04150
4	713794	714919	gene.body	ostta04g04170
4	713839	714893	TSS	ostta04g04170
4	723085	723998	TSS	ostta04g04250
4	723086	723998	TSS	ostta04g04250
4	729499	729714	intergenic	
4	748286	748541	internal.gene.body	ostta04g04420
4	748318	748560	internal.gene.body	ostta04g04420
4	768886	769506	TSS	ostta04g04580
4	768880	769496	TSS	ostta04g04580
4	789973	790043	internal.gene.body	ostta04g04690
4	820206	820988	TSS	ostta04g04820
4	820272	820995	TSS	ostta04g04820
4	828748	829748	TSS	ostta04g04870
4	828761	829671	TSS	ostta04g04870
4	830596	830831	internal.gene.body	ostta04g04880
4	836702	837992	TSS	ostta04g04930,ostta04g04920
4	836690	837992	TSS	ostta04g04930,ostta04g04920
4	850334	851652	gene.body	ostta04g05030
4	850322	851652	gene.body	ostta04g05030
4	886569	887215	TSS	ostta04g05280
4	886583	887205	TSS	ostta04g05280
4	890303	891284	TSS	ostta04g05310
4	890298	891383	TSS	ostta04g05310
5	1198	1409	TSS	ostta05g00020
5	8624	9214	TSS	ostta05g00060,ostta05g00050
5	8624	8875	internal.gene.body	ostta05g00050
5	11893	12563	TSS	ostta05g00070
5	11741	12554	TSS	ostta05g00070
5	13069	13307	internal.gene.body	ostta05g00075
5	13069	13309	internal.gene.body	ostta05g00075
5	19078	19883	TSS	ostta05g00110
5	19070	19869	TSS	ostta05g00110
5	23244	23684	TSS	ostta05g00150
5	23245	23708	TSS	ostta05g00150
5	37703	37887	internal.gene.body	ostta05g00230
5	38764	38980	internal.gene.body	ostta05g00240
5	54450	54977	TSS	ostta05g00350
5	54450	54932	TSS	ostta05g00350
5	76666	76859	TSS	ostta05g00500
5	136273	137206	TSS	ostta05g00940
5	136273	137199	TSS	ostta05g00940
5	152921	153370	TSS	ostta05g01050
5	152907	153381	TSS	ostta05g01050
5	163489	164660	TSS	ostta05g01110
5	163510	164672	TSS	ostta05g01110
5	175738	175967	internal.gene.body	ostta05g01200
5	208498	209300	TSS	ostta05g01370
5	208600	209300	TSS	ostta05g01370
5	213310	213515	internal.gene.body	ostta05g01390
5	213217	213377	internal.gene.body	ostta05g01390
5	223884	224443	TSS	ostta05g01460,ostta05g01450
5	223912	224408	TSS	ostta05g01460
5	233609	233883	internal.gene.body	ostta05g01530
5	245591	245947	internal.gene.body	ostta05g01610
5	247693	247908	internal.gene.body	ostta05g01620
5	247709	248002	internal.gene.body	ostta05g01620
5	251567	252111	TSS	ostta05g01640
5	251571	252096	TSS	ostta05g01640
5	256221	256736	TSS	ostta05g01660
5	256178	256734	TSS	ostta05g01660
5	264865	265470	TSS	ostta05g01690
5	264867	265469	TSS	ostta05g01690
5	266918	267296	TSS	ostta05g01710
5	266896	267283	TSS	ostta05g01710
5	293442	293667	internal.gene.body	ostta05g01890
5	302003	302618	TSS	ostta05g01970
5	301996	302626	TSS	ostta05g01970
5	322740	324068	TSS	ostta05g02070,ostta05g02060
5	322705	324096	TSS	ostta05g02070,ostta05g02060
5	347982	348465	TSS	ostta05g02200
5	347982	348465	TSS	ostta05g02200
5	354106	354339	TSS	ostta05g02235
5	365578	365819	internal.gene.body	ostta05g02290
5	421703	421903	internal.gene.body	ostta05g02550
5	424508	424810	internal.gene.body	ostta05g02580
5	424495	424810	internal.gene.body	ostta05g02580
5	428901	429641	TSS	ostta05g02600
5	428901	429611	TSS	ostta05g02600
5	430905	431196	internal.gene.body	ostta05g02620
5	449498	449702	internal.gene.body	ostta05g02710
5	476077	476475	TSS	ostta05g02860
5	476077	476465	TSS	ostta05g02860
5	476850	477451	TSS	ostta05g02870
5	476802	477471	TSS	ostta05g02870
5	485961	486748	TSS	ostta05g02930
5	486004	486756	TSS	ostta05g02930
5	510263	511275	TSS	ostta05g03090,ostta05g03080
5	510233	511278	TSS	ostta05g03090,ostta05g03080
5	538935	539506	TES	ostta05g03300
5	538921	539434	internal.gene.body	ostta05g03290
5	541999	542212	internal.gene.body	ostta05g03310
5	547973	548583	TSS	ostta05g03350,ostta05g03340
5	547977	548755	TSS	ostta05g03350,ostta05g03340
5	562089	563432	TES	ostta05g03430
5	562109	563432	TES	ostta05g03430
5	581438	582081	TSS	ostta05g03520,ostta05g03510
5	581351	582215	TSS	ostta05g03520,ostta05g03510
5	630881	632245	gene.body	ostta05g03820
5	630915	632238	gene.body	ostta05g03820
5	636773	637606	TSS	ostta05g03870
5	636767	637606	TSS	ostta05g03870
5	653602	654027	TSS	ostta05g03970,ostta05g03960
5	653602	654027	TSS	ostta05g03970,ostta05g03960
5	659425	659918	TSS	ostta05g04020
5	659421	659909	TSS	ostta05g04020
5	672192	672961	TSS	ostta05g04090
5	672196	672961	TSS	ostta05g04090
5	695833	696172	internal.gene.body	ostta05g04200
5	730626	731053	TSS	ostta05g04420,ostta05g04415
5	732283	733029	TSS	ostta05g04430
5	732288	733029	TSS	ostta05g04430
5	743630	744548	TSS	ostta05g04490,ostta05g04480
5	743302	744541	TSS	ostta05g04490,ostta05g04480
5	746465	746838	internal.gene.body	ostta05g04510
5	748794	749303	TSS	ostta05g04530
5	748799	749303	TSS	ostta05g04530
5	753836	754589	TSS	ostta05g04560
5	753846	754588	TSS	ostta05g04560
5	763600	763818	internal.gene.body	ostta05g04600
5	781660	782959	gene.body	ostta05g04690
5	781580	782983	gene.body	ostta05g04690
5	787435	787469	internal.gene.body	ostta05g04730
5	787139	787460	TSS	ostta05g04730,ostta05g04720
5	787748	787916	internal.gene.body	ostta05g04730
5	798588	798789	internal.gene.body	ostta05g04810
5	807307	807526	internal.gene.body	ostta05g04870
5	807224	807519	internal.gene.body	ostta05g04870
5	813048	813812	gene.body	ostta05g04900
5	813400	813832	TSS	ostta05g04900
5	814343	815507	TSS	ostta05g04910
5	814332	815482	TSS	ostta05g04910
5	826020	826190	internal.gene.body	ostta05g04980
6	30028	30712	gene.body	ostta06g00140
6	30029	30708	gene.body	ostta06g00140
6	36910	37201	TSS	ostta06g00190
6	36900	37201	TSS	ostta06g00190
6	40660	42316	gene.body	ostta06g00220
6	40670	42922	gene.body	ostta06g00220,ostta06g00230
6	45328	45570	internal.gene.body	ostta06g00270
6	73547	74161	TSS	ostta06g00430
6	73549	74161	TSS	ostta06g00430
6	80893	81136	internal.gene.body	ostta06g00480
6	103634	104152	TSS	ostta06g00630
6	103639	104176	TSS	ostta06g00630
6	106065	106527	TSS	ostta06g00640
6	106061	106527	TSS	ostta06g00640
6	148755	148978	TSS	ostta06g00920
6	168080	169211	TSS	ostta06g01020,ostta06g01010
6	168196	169222	TSS	ostta06g01020,ostta06g01010
6	170876	171856	TSS	ostta06g01030
6	170889	171830	TSS	ostta06g01030
6	177204	177995	TSS	ostta06g01070
6	177168	177991	TSS	ostta06g01070
6	190705	191522	TSS	ostta06g01150
6	190752	191522	TSS	ostta06g01150
6	192117	193250	TSS	ostta06g01180,ostta06g01170
6	192033	193225	TSS	ostta06g01180,ostta06g01170
6	198537	199044	TSS	ostta06g01220
6	198538	199039	TSS	ostta06g01220
6	201699	202149	TSS	ostta06g01240
6	201722	202194	TSS	ostta06g01250,ostta06g01240
6	244018	244229	TSS	ostta06g01440
6	246905	247913	TSS	ostta06g01470,ostta06g01460
6	246887	247992	TSS	ostta06g01470,ostta06g01460
6	262012	262759	TSS	ostta06g01530
6	262013	262753	TSS	ostta06g01530
6	279160	279783	TSS	ostta06g01640
6	279160	279777	TSS	ostta06g01640
6	300686	300968	TES	ostta06g01800
6	300682	300956	TES	ostta06g01800
6	309833	310634	TSS	ostta06g01860
6	309822	310615	TSS	ostta06g01860
6	316809	317384	TSS	ostta06g01920,ostta06g01910
6	316806	317386	TSS	ostta06g01920,ostta06g01910
6	319549	320071	TSS	ostta06g01940
6	319561	319989	TSS	ostta06g01940
6	360364	360695	TSS	ostta06g02150
6	360364	360698	TSS	ostta06g02150
6	363542	364056	TSS	ostta06g02180
6	363426	364060	TSS	ostta06g02180
6	376877	377274	TSS	ostta06g02280
6	376901	377176	intergenic	
6	378368	378612	internal.gene.body	ostta06g02290
6	378344	378613	internal.gene.body	ostta06g02290
6	385881	386403	TSS	ostta06g02340
6	385879	386407	TSS	ostta06g02340
6	452196	452407	internal.gene.body	ostta06g02690
6	483850	484487	TSS	ostta06g02850
6	483849	484481	TSS	ostta06g02850
6	485560	488051	gene.body	ostta06g02870,ostta06g02880
6	485560	487992	gene.body	ostta06g02870,ostta06g02880
6	504450	505317	TSS	ostta06g03020
6	504450	505316	TSS	ostta06g03020
6	517244	517943	TSS	ostta06g03060
6	517248	517931	TSS	ostta06g03060
6	552273	552917	TSS	ostta06g03280
6	552277	552917	TSS	ostta06g03280
6	565970	566510	TSS	ostta06g03332
6	565875	566506	TSS	ostta06g03332
6	599468	599878	TSS	ostta06g03490
6	600588	601118	gene.body	ostta06g03500
6	599484	600033	TSS	ostta06g03490
6	600515	601128	gene.body	ostta06g03500
6	608699	609556	TSS	ostta06g03570,ostta06g03560
6	608730	609516	TSS	ostta06g03570,ostta06g03560
6	612590	613044	TSS	ostta06g03580
6	612595	613034	TSS	ostta06g03580
6	615836	616142	TSS	ostta06g03620
6	615836	616166	TSS	ostta06g03620
6	623467	624301	TSS	ostta06g03640
6	623479	624372	TSS	ostta06g03640
6	631621	631833	internal.gene.body	ostta06g03680
6	642121	642443	TSS	ostta06g03740
6	652438	653555	TSS	ostta06g03820,ostta06g03810
6	652393	653512	TSS	ostta06g03820,ostta06g03810
6	659117	659818	TSS	ostta06g03840
6	659058	659817	TSS	ostta06g03840
6	691114	692301	TSS	ostta06g04060,ostta06g04050
6	691128	692301	TSS	ostta06g04060,ostta06g04050
6	696782	697238	TSS	ostta06g04100,ostta06g04090
6	715573	715955	TSS	ostta06g04220
6	718279	718813	TSS	ostta06g04240
6	718279	718886	TSS	ostta06g04240
6	736070	736771	TSS	ostta06g04310
6	736125	736771	TSS	ostta06g04310
6	745720	745848	internal.gene.body	ostta06g04360
6	745693	745848	internal.gene.body	ostta06g04360
6	758267	758489	internal.gene.body	ostta06g04440
6	791871	792153	TSS	ostta06g04610
6	791899	792323	TSS	ostta06g04620,ostta06g04610
7	10173	11279	TSS	ostta07g00050
7	9862	11077	TSS	ostta07g00050,ostta07g00040
7	34782	35740	TSS	ostta07g00170
7	34762	35737	TSS	ostta07g00170
7	40659	41086	intergenic	
7	40644	41084	intergenic	
7	57938	58299	TSS	ostta07g00335,ostta07g00330
7	81614	82044	TSS	ostta07g00440
7	81840	82252	TSS	ostta07g00450,ostta07g00440
7	84320	85850	gene.body	ostta07g00470
7	84317	85837	gene.body	ostta07g00470
7	86900	87428	TSS	ostta07g00490
7	86914	87508	TSS	ostta07g00490
7	95584	96365	TSS	ostta07g00570
7	95614	96365	TSS	ostta07g00570
7	111045	111849	TSS	ostta07g00710,ostta07g00700
7	111036	111937	TSS	ostta07g00710,ostta07g00700
7	118959	119890	TSS	ostta07g00780,ostta07g00770
7	118944	120001	TSS	ostta07g00780,ostta07g00770
7	120962	121213	TSS	ostta07g00790
7	125072	126147	TSS	ostta07g00830,ostta07g00820
7	125177	126147	TSS	ostta07g00830,ostta07g00820
7	129074	129318	internal.gene.body	ostta07g00860
7	133910	134723	TSS	ostta07g00910
7	133910	134634	TSS	ostta07g00910
7	138369	138704	internal.gene.body	ostta07g00940
7	141010	141342	TSS	ostta07g00970,ostta07g00960
7	141979	142801	TSS	ostta07g00980
7	141972	142812	TSS	ostta07g00980
7	143957	144425	TSS	ostta07g01000,ostta07g00990
7	143957	144425	TSS	ostta07g01000,ostta07g00990
7	169641	170680	TSS	ostta07g01200
7	169785	170691	TSS	ostta07g01200
7	180764	180977	internal.gene.body	ostta07g01260
7	180764	180988	internal.gene.body	ostta07g01260
7	183360	183910	TSS	ostta07g01285
7	183354	183877	TSS	ostta07g01285
7	192097	192674	TSS	ostta07g01350
7	192098	192685	TSS	ostta07g01350
7	198428	198934	TSS	ostta07g01390
7	198715	199187	TSS	ostta07g01400,ostta07g01390
7	211051	211627	TSS	ostta07g01480
7	210993	211633	TSS	ostta07g01480
7	217568	217901	TSS	ostta07g01530
7	217555	217917	TSS	ostta07g01530
7	232558	232840	internal.gene.body	ostta07g01600
7	269474	269521	internal.gene.body	ostta07g01750
7	270341	271016	TSS	ostta07g01760
7	270341	271470	TSS	ostta07g01770,ostta07g01760
7	287960	288507	TSS	ostta07g01870
7	287979	288498	TSS	ostta07g01870
7	293327	294486	TSS	ostta07g01900,ostta07g01895
7	293364	294369	TSS	ostta07g01900,ostta07g01895
7	303254	303492	intergenic	
7	305095	305887	TSS	ostta07g01950
7	305100	305896	TSS	ostta07g01950
7	325906	326095	internal.gene.body	ostta07g02050
7	336283	337475	TSS	ostta07g02130,ostta07g02120
7	336297	337437	TSS	ostta07g02130,ostta07g02120
7	341645	341815	internal.gene.body	ostta07g02170
7	342682	343505	TSS	ostta07g02180
7	342680	343498	TSS	ostta07g02180
7	371914	372717	TSS	ostta07g02310
7	371906	372701	TSS	ostta07g02310
7	396633	397000	internal.gene.body	ostta07g02490
7	396622	396872	internal.gene.body	ostta07g02490
7	397789	398586	TSS	ostta07g02500
7	397800	398551	TSS	ostta07g02500
7	404090	404582	TSS	ostta07g02530
7	404084	404580	TSS	ostta07g02530
7	431029	431197	TSS	ostta07g02680
7	434560	435314	TSS	ostta07g02725,ostta07g02720
7	434408	435293	TSS	ostta07g02725,ostta07g02720
7	459597	459937	TSS	ostta07g02850
7	459589	459859	TSS	ostta07g02850
7	473891	474572	gene.body	ostta07g02940
7	474051	474586	gene.body	ostta07g02940
7	484922	485042	internal.gene.body	ostta07g03010
7	495365	496101	TSS	ostta07g03070
7	495446	496099	TSS	ostta07g03070
7	518410	518708	intergenic	
7	518400	518707	intergenic	
7	522082	522456	TSS	ostta07g03260
7	522073	522454	TSS	ostta07g03260
7	538039	539122	TSS	ostta07g03400,ostta07g03380
7	537974	539021	TSS	ostta07g03400,ostta07g03380
7	540946	541668	TSS	ostta07g03410
7	540934	541663	TSS	ostta07g03410
7	566760	567000	internal.gene.body	ostta07g03520
7	577183	577427	internal.gene.body	ostta07g03560
7	599876	601449	gene.body	ostta07g03650
7	599884	600206	intergenic	
7	600502	601317	gene.body	ostta07g03650
7	607333	607569	internal.gene.body	ostta07g03690
7	617713	618618	TSS	ostta07g03790
7	617504	618666	TSS	ostta07g03790
7	622880	623653	TSS	ostta07g03820
7	622965	623642	TSS	ostta07g03820
7	628099	628651	TSS	ostta07g03850
7	628099	628674	TSS	ostta07g03850
7	641588	641850	TSS	ostta07g03950
7	666395	666937	TSS	ostta07g04090
7	666395	666956	TSS	ostta07g04090
7	668615	669016	internal.gene.body	ostta07g04100
7	668598	669040	internal.gene.body	ostta07g04100
7	679917	680721	gene.body	ostta07g04180
7	679901	680732	gene.body	ostta07g04180
7	706059	706666	TSS	ostta07g04340
7	706318	706662	TSS	ostta07g04340
7	710194	710907	TSS	ostta07g04370
7	710203	710900	TSS	ostta07g04370
7	715489	716379	TSS	ostta07g04410,ostta07g04400
7	715692	716387	TSS	ostta07g04410
7	726150	726788	TSS	ostta07g04450
7	725586	725864	internal.gene.body	ostta07g04440
7	726155	726800	TSS	ostta07g04450
7	736698	737571	TSS	ostta07g04540,ostta07g04530
7	736698	737555	TSS	ostta07g04540,ostta07g04530
7	746671	746884	internal.gene.body	ostta07g04600
7	746139	746251	internal.gene.body	ostta07g04590
7	749157	750936	TSS	ostta07g04620,ostta07g04610
7	749174	750942	TSS	ostta07g04620,ostta07g04610
7	753735	754997	TSS	ostta07g04640,ostta07g04630
7	753740	754910	TSS	ostta07g04640,ostta07g04630
7	755779	756002	internal.gene.body	ostta07g04650
8	32378	32885	intergenic	
8	32385	32894	intergenic	
8	35621	36305	TSS	ostta08g00200
8	35622	36309	TSS	ostta08g00200
8	43887	44101	internal.gene.body	ostta08g00250
8	43800	44215	internal.gene.body	ostta08g00250
8	46514	47318	gene.body	ostta08g00290
8	46411	47318	gene.body	ostta08g00290
8	48342	49702	TSS	ostta08g00310,ostta08g00300
8	48321	49671	TSS	ostta08g00310,ostta08g00300
8	50911	52059	TSS	ostta08g00330,ostta08g00320
8	50882	51965	TSS	ostta08g00330,ostta08g00320
8	87178	87402	internal.gene.body	ostta08g00530
8	90622	92041	gene.body	ostta08g00570
8	90637	91999	TSS	ostta08g00570,ostta08g00560
8	94970	95168	internal.gene.body	ostta08g00620
8	94962	95168	internal.gene.body	ostta08g00620
8	102815	103026	internal.gene.body	ostta08g00680
8	115263	115457	TSS	ostta08g00740,ostta08g00730
8	121991	122181	internal.gene.body	ostta08g00780
8	135020	135352	internal.gene.body	ostta08g00820
8	140007	140456	TSS	ostta08g00840
8	140000	140465	TSS	ostta08g00840
8	146687	147712	gene.body	ostta08g00865
8	146701	147706	gene.body	ostta08g00865
8	160148	160394	internal.gene.body	ostta08g00930
8	160151	160369	internal.gene.body	ostta08g00930
8	187895	188278	TSS	ostta08g01120
8	187940	188431	TSS	ostta08g01120
8	190061	191153	TSS	ostta08g01140,ostta08g01130
8	190058	191113	TSS	ostta08g01140,ostta08g01130
8	206485	207118	TSS	ostta08g01240
8	206485	207130	TSS	ostta08g01240
8	246037	246658	gene.body	ostta08g01395
8	246025	246681	gene.body	ostta08g01395
8	254089	254890	TSS	ostta08g01420
8	254198	254877	TSS	ostta08g01420
8	267415	267956	TSS	ostta08g01520
8	267412	267949	TSS	ostta08g01520
8	297768	298826	TSS	ostta08g01710
8	297717	298766	TSS	ostta08g01710
8	302213	303040	TSS	ostta08g01730
8	302206	303038	TSS	ostta08g01730
8	305615	306063	intergenic	
8	305624	306063	intergenic	
8	309937	310639	TSS	ostta08g01750
8	309946	310616	TSS	ostta08g01750
8	322150	322507	TSS	ostta08g01840
8	322142	322507	TSS	ostta08g01840
8	327150	327959	TSS	ostta08g01870,ostta08g01860
8	327145	327956	TSS	ostta08g01870,ostta08g01860
8	329073	329629	TSS	ostta08g01880
8	329084	329641	TSS	ostta08g01880
8	331590	332343	TSS	ostta08g01890
8	331559	332338	TSS	ostta08g01890
8	336656	336958	internal.gene.body	ostta08g01910
8	336727	336977	internal.gene.body	ostta08g01910
8	341705	342774	TSS	ostta08g01950,ostta08g01940
8	341668	342787	TSS	ostta08g01950,ostta08g01940
8	393089	393535	gene.body	ostta08g02280
8	393125	393535	gene.body	ostta08g02280
8	399524	402758	TSS	ostta08g02330
8	399525	402644	TSS	ostta08g02330
8	404227	406764	gene.body	ostta08g02350
8	404247	406759	gene.body	ostta08g02350
8	438858	439537	TSS	ostta08g02550
8	438877	439529	TSS	ostta08g02550
8	473988	474188	internal.gene.body	ostta08g02770
8	482395	482702	internal.gene.body	ostta08g02830
8	482383	482702	internal.gene.body	ostta08g02830
8	490868	491504	TSS	ostta08g02900
8	490869	491504	TSS	ostta08g02900
8	502232	502487	intergenic	
8	502286	502487	intergenic	
8	528228	528767	TSS	ostta08g03100
8	528235	528806	TSS	ostta08g03100
8	536173	536370	intergenic	
8	540534	541329	TSS	ostta08g03180
8	540525	541336	TSS	ostta08g03180
8	549596	550412	TSS	ostta08g03240
8	549600	550412	TSS	ostta08g03240
8	569630	570307	TSS	ostta08g03360,ostta08g03350
8	569839	570310	TSS	ostta08g03360,ostta08g03350
8	585114	585867	TSS	ostta08g03460
8	585088	585867	TSS	ostta08g03460
8	591545	591795	internal.gene.body	ostta08g03490
8	609116	610678	TSS	ostta08g03615,ostta08g03610
8	609127	610722	TSS	ostta08g03615,ostta08g03610
8	612840	613664	TSS	ostta08g03640,ostta08g03630
8	612835	613665	TSS	ostta08g03640,ostta08g03630
8	616937	617341	TSS	ostta08g03660
8	616929	617332	TSS	ostta08g03660
8	626949	628112	TSS	ostta08g03730,ostta08g03720
8	626881	628121	TSS	ostta08g03730,ostta08g03720
8	641500	642309	TSS	ostta08g03830,ostta08g03820
8	641483	642355	TSS	ostta08g03830,ostta08g03820
8	660168	661168	TSS	ostta08g03950
8	660137	661150	intergenic	
8	665682	665898	internal.gene.body	ostta08g03980
8	665702	665908	internal.gene.body	ostta08g03980
8	691783	692515	TSS	ostta08g04150
8	691788	692529	TSS	ostta08g04150
9	440	648	internal.gene.body	ostta09g00010
9	432	674	internal.gene.body	ostta09g00010
9	8896	9365	TSS	ostta09g00050
9	8953	9360	TSS	ostta09g00050
9	36158	37221	TSS	ostta09g00270,ostta09g00260
9	36144	37237	TSS	ostta09g00270,ostta09g00260
9	41252	41753	TSS	ostta09g00310
9	41220	42028	TSS	ostta09g00310
9	50995	51435	TSS	ostta09g00380
9	51005	51440	TSS	ostta09g00380
9	64523	65304	TSS	ostta09g00450
9	64617	65304	TSS	ostta09g00450
9	68847	69787	TSS	ostta09g00490,ostta09g00480
9	68990	69787	TSS	ostta09g00490,ostta09g00480
9	72071	73160	gene.body	ostta09g00510
9	72071	73187	gene.body	ostta09g00510
9	75175	76415	TSS	ostta09g00550
9	75192	76408	TSS	ostta09g00550
9	77970	78840	TSS	ostta09g00560
9	77858	78790	TSS	ostta09g00560
9	79636	81039	TSS	ostta09g00580,ostta09g00570
9	79607	81039	TSS	ostta09g00580,ostta09g00570
9	92543	93197	TSS	ostta09g00650
9	92548	93219	TSS	ostta09g00650
9	97685	97889	TSS	ostta09g00670
9	98553	99854	TSS	ostta09g00690,ostta09g00680
9	98553	99844	TSS	ostta09g00690,ostta09g00680
9	103942	105081	TSS	ostta09g00730,ostta09g00720
9	103948	105074	TSS	ostta09g00730,ostta09g00720
9	121240	121889	TSS	ostta09g00810
9	121240	121886	TSS	ostta09g00810
9	124020	124360	TSS	ostta09g00830
9	124028	124359	TSS	ostta09g00830
9	137307	137725	gene.body	ostta09g00950
9	137307	137730	gene.body	ostta09g00950
9	147721	148223	TSS	ostta09g01010
9	147729	148221	TSS	ostta09g01010
9	149451	149944	TSS	ostta09g01040
9	149445	149957	TSS	ostta09g01040
9	163172	163872	TSS	ostta09g01120
9	163194	163855	TSS	ostta09g01120
9	166075	167360	TSS	ostta09g01140,ostta09g01130
9	166061	167380	TSS	ostta09g01140,ostta09g01130
9	168879	169502	TSS	ostta09g01150
9	168880	169472	TSS	ostta09g01150
9	207018	207362	internal.gene.body	ostta09g01360
9	207026	207362	internal.gene.body	ostta09g01360
9	223585	224564	TSS	ostta09g01520,ostta09g01510
9	223655	224818	TSS	ostta09g01520,ostta09g01510
9	272565	272765	internal.gene.body	ostta09g01820
9	289444	290288	TSS	ostta09g01920,ostta09g01910
9	289444	290459	TSS	ostta09g01920,ostta09g01910
9	319278	319508	internal.gene.body	ostta09g02110
9	351677	351916	TSS	ostta09g02270
9	351681	352060	TSS	ostta09g02270
9	365100	366055	TSS	ostta09g02340,ostta09g02330
9	365093	366062	TSS	ostta09g02340,ostta09g02330
9	372005	372338	TSS	ostta09g02370
9	381764	381966	internal.gene.body	ostta09g02440
9	381764	381966	internal.gene.body	ostta09g02440
9	396487	397266	TSS	ostta09g02550
9	396517	397260	TSS	ostta09g02550
9	404805	405295	TSS	ostta09g02610
9	404810	405287	TSS	ostta09g02610
9	440162	440951	TSS	ostta09g02850
9	440175	440956	TSS	ostta09g02850
9	463988	464504	TSS	ostta09g03030
9	463985	464508	TSS	ostta09g03030
9	483176	483402	internal.gene.body	ostta09g03140
9	483164	483420	internal.gene.body	ostta09g03140
9	483801	484651	TSS	ostta09g03150
9	483805	484582	TSS	ostta09g03150
9	488815	489835	TSS	ostta09g03180
9	488812	489827	TSS	ostta09g03180
9	503410	503652	internal.gene.body	ostta09g03280
9	503367	503657	TSS	ostta09g03280
9	506362	507271	TSS	ostta09g03320,ostta09g03310
9	506354	507306	TSS	ostta09g03320,ostta09g03310
9	515536	516469	intergenic	
9	515541	516469	intergenic	
9	522670	523271	TSS	ostta09g03420
9	522697	523275	TSS	ostta09g03420
9	565880	566085	internal.gene.body	ostta09g03650
9	579570	579991	TSS	ostta09g03730
9	583039	583928	TSS	ostta09g03765,ostta09g03760
9	583379	583956	TSS	ostta09g03765,ostta09g03760
9	595863	596679	TSS	ostta09g03830,ostta09g03820
9	595863	596656	TSS	ostta09g03830,ostta09g03820
9	620145	620495	TSS	ostta09g03930,ostta09g03920
9	619908	620356	TSS	ostta09g03920
9	623445	623768	internal.gene.body	ostta09g03950
9	632510	633307	TSS	ostta09g04010
9	632513	633347	TSS	ostta09g04010
9	644821	645047	TSS	ostta09g04120,ostta09g04110
9	650279	650617	TSS	ostta09g04140
9	650330	650609	TSS	ostta09g04140
9	652449	652804	internal.gene.body	ostta09g04160
9	656354	657022	TSS	ostta09g04185
9	656358	657022	TSS	ostta09g04185
9	665728	666549	TSS	ostta09g04220
9	665695	666560	TSS	ostta09g04220
9	667715	668420	TSS	ostta09g04240,ostta09g04230
9	667716	668424	TSS	ostta09g04240,ostta09g04230
9	683342	684565	TSS	ostta09g04350,ostta09g04340
9	683342	684501	TSS	ostta09g04350,ostta09g04340
