Orthogroup	ostreococcus_tauri	arabidopsis_thaliana
OG0019623		
OG0019624		
OG0019625		
OG0019626		
OG0019627		
OG0019628		
OG0019629		
OG0019630		
OG0019631		
OG0019632		
OG0019633		
OG0019634		
OG0019635		
OG0019636		
OG0019637		
OG0019638		
OG0019639		
OG0019640		
OG0019641		
OG0019642		
OG0019643		
OG0019644		
OG0019645		
OG0019646		
OG0019647		
OG0019648		
OG0019649		
OG0019650		
OG0019651		
OG0019652		
OG0019653		
OG0019654		
OG0019655		
OG0019656		
OG0019657		
OG0019658		
OG0019659		
OG0019660		
OG0019661		
OG0019662		
OG0019663		
OG0019664		
OG0019665		
OG0019666		
OG0019667		
OG0019668		
OG0019669		
OG0019670		
OG0019671		
OG0019672		
OG0019673		
OG0019674		
OG0019675		
OG0019676		
OG0019677		
OG0019678		
OG0019679		
OG0019680		
OG0019681		
OG0019682		
OG0019683		
OG0019684		
OG0019685		
OG0019686		
OG0019687		
OG0019688		
OG0019689		
OG0019690		
OG0019691		
OG0019692		
OG0019693		
OG0019694		
OG0019695		
OG0019696		
OG0019697		
OG0019698		
OG0019699		
OG0019700		
OG0019701		
OG0019702		
OG0019703		
OG0019704		
OG0019705		
OG0019706		
OG0019707		
OG0019708		
OG0019709		
OG0019710		
OG0019711		
OG0019712		
OG0019713		
OG0019714		
OG0019715		
OG0019716		
OG0019717		
OG0019718		
OG0019719		
OG0019720		
OG0019721		
OG0019722		
OG0019723		
OG0019724		
OG0019725		
OG0019726		
OG0019727		
OG0019728		
OG0019729		
OG0019730		
OG0019731		
OG0019732		
OG0019733		
OG0019734		
OG0019735		
OG0019736		
OG0019737		
OG0019738		
OG0019739		
OG0019740		
OG0019741		
OG0019742		
OG0019743		
OG0019744		
OG0019745		
OG0019746		
OG0019747		
OG0019748		
OG0019749		
OG0019750		
OG0019751		
OG0019752		
OG0019753		
OG0019754		
OG0019755		
OG0019756		
OG0019757		
OG0019758		
OG0019759		
OG0019760		
OG0019761		
OG0019762		
OG0019763		
OG0019764		
OG0019765		
OG0019766		
OG0019767		
OG0019768		
OG0019769		
OG0019770		
OG0019771		
OG0019772		
OG0019773		
OG0019774		
OG0019775		
OG0019776		
OG0019777		
OG0019778		
OG0019779		
OG0019780		
OG0019781		
OG0019782		
OG0019783		
OG0019784		
OG0019785		
OG0019786		
OG0019787		
OG0019788		
OG0019789		
OG0019790		
OG0019791		
OG0019792		
OG0019793		
OG0019794		
OG0019795		
OG0019796		
OG0019797		
OG0019798		
OG0019799		
OG0019800		
OG0019801		
OG0019802		
OG0019803		
OG0019804		
OG0019805		
OG0019806		
OG0019807		
OG0019808		
OG0019809		
OG0019810		
OG0019811		
OG0019812		
OG0019813		
OG0019814		
OG0019815		
OG0019816		
OG0019817		
OG0019818		
OG0019819		
OG0019820		
OG0019821		
OG0019822		
OG0019823		
OG0019824		
OG0019825		
OG0019826		
OG0019827		
OG0019828		
OG0019829		
OG0019830		
OG0019831		
OG0019832		
OG0019833		
OG0019834		
OG0019835		
OG0019836		
OG0019837		
OG0019838		
OG0019839		
OG0019840		
OG0019841		
OG0019842		
OG0019843		
OG0019844		
OG0019845		
OG0019846		
OG0019847		
OG0019848		
OG0019849		
OG0019850		
OG0019851		
OG0019852		
OG0019853		
OG0019854		
OG0019855		
OG0019856		
OG0019857		
OG0019858		
OG0019859		
OG0019860		
OG0019861		
OG0019862		
OG0019863		
OG0019864		
OG0019865		
OG0019866		
OG0019867		
OG0019868		
OG0019869		
OG0019870		
OG0019871		
OG0019872		
OG0019873		
OG0019874		
OG0019875		
OG0019876		
OG0019877		
OG0019878		
OG0019879		
OG0019880		
OG0019881		
OG0019882		
OG0019883		
OG0019884		
OG0019885		
OG0019886		
OG0019887		
OG0019888		
OG0019889		
OG0019890		
OG0019891		
OG0019892		
OG0019893		
OG0019894		
OG0019895		
OG0019896		
OG0019897		
OG0019898		
OG0019899		
OG0019900		
OG0019901		
OG0019902		
OG0019903		
OG0019904		
OG0019905		
OG0019906		
OG0019907		
OG0019908		
OG0019909		
OG0019910		
OG0019911		
OG0019912		
OG0019913		
OG0019914		
OG0019915		
OG0019916		
OG0019917		
OG0019918		
OG0019919		
OG0019920		
OG0019921		
OG0019922		
OG0019923		
OG0019924		
OG0019925		
OG0019926		
OG0019927		
OG0019928		
OG0019929		
OG0019930		
OG0019931		
OG0019932		
OG0019933		
OG0019934		
OG0019935		
OG0019936		
OG0019937		
OG0019938		
OG0019939		
OG0019940		
OG0019941		
OG0019942		
OG0019943		
OG0019944		
OG0019945		
OG0019946		
OG0019947		
OG0019948		
OG0019949		
OG0019950		
OG0019951		
OG0019952		
OG0019953		
OG0019954		
OG0019955		
OG0019956		
OG0019957		
OG0019958		
OG0019959		
OG0019960		
OG0019961		
OG0019962		
OG0019963		
OG0019964		
OG0019965		
OG0019966		
OG0019967		
OG0019968		
OG0019969		
OG0019970		
OG0019971		
OG0019972		
OG0019973		
OG0019974		
OG0019975		
OG0019976		
OG0019977		
OG0019978		
OG0019979		
OG0019980		
OG0019981		
OG0019982		
OG0019983		
OG0019984		
OG0019985		
OG0019986		
OG0019987		
OG0019988		
OG0019989		
OG0019990		
OG0019991		
OG0019992		
OG0019993		
OG0019994		
OG0019995		
OG0019996		
OG0019997		
OG0019998		
OG0019999		
OG0020000		
OG0020001		
OG0020002		
OG0020003		
OG0020004		
OG0020005		
OG0020006		
OG0020007		
OG0020008		
OG0020009		
OG0020010		
OG0020011		
OG0020012		
OG0020013		
OG0020014		
OG0020015		
OG0020016		
OG0020017		
OG0020018		
OG0020019		
OG0020020		
OG0020021		
OG0020022		
OG0020023		
OG0020024		
OG0020025		
OG0020026		
OG0020027		
OG0020028		
OG0020029		
OG0020030		
OG0020031		
OG0020032		
OG0020033		
OG0020034		
OG0020035		
OG0020036		
OG0020037		
OG0020038		
OG0020039		
OG0020040		
OG0020041		
OG0020042		
OG0020043		
OG0020044		
OG0020045		
OG0020046		
OG0020047		
OG0020048		
OG0020049		
OG0020050		
OG0020051		
OG0020052		
OG0020053		
OG0020054		
OG0020055		
OG0020056		
OG0020057		
OG0020058		
OG0020059		
OG0020060		
OG0020061		
OG0020062		
OG0020063		AT3G27420, AT5G40600
OG0020064		
OG0020065		
OG0020066		
OG0020067		
OG0020068		
OG0020069		
OG0020070		
OG0020071		
OG0020072		
OG0020073		
OG0020074		
OG0020075		
OG0020076		
OG0020077		
OG0020078		
OG0020079		
OG0020080		
OG0020081		
OG0020082		
OG0020083		
OG0020084		
OG0020085		
OG0020086		
OG0020087		
OG0020088		
OG0020089		
OG0020090		
OG0020091		
OG0020092		
OG0020093		
OG0020094		
OG0020095		
OG0020096		
OG0020097		
OG0020098		
OG0020099		
OG0020100		
OG0020101		
OG0020102		
OG0020103		
OG0020104		
OG0020105		
OG0020106		
OG0020107		
OG0020108		
OG0020109		
OG0020110		
OG0020111		
OG0020112		
OG0020113		
OG0020114		
OG0020115		
OG0020116		
OG0020117		
OG0020118		
OG0020119		
OG0020120		
OG0020121		
OG0020122		
OG0020123		
OG0020124		
OG0020125		
OG0020126		
OG0020127		
OG0020128		
OG0020129		
OG0020130		
OG0020131		
OG0020132		
OG0020133		
OG0020134		
OG0020135		
OG0020136		
OG0020137		
OG0020138		
OG0020139		
OG0020140		
OG0020141		
OG0020142		
OG0020143		
OG0020144		
OG0020145		
OG0020146		
OG0020147		
OG0020148		
OG0020149		
OG0020150		
OG0020151		
OG0020152		
OG0020153		
OG0020154		
OG0020155		
OG0020156		
OG0020157		
OG0020158		
OG0020159		
OG0020160		
OG0020161		
OG0020162		
OG0020163		
OG0020164		
OG0020165		
OG0020166		
OG0020167		
OG0020168		
OG0020169		
OG0020170		
OG0020171		
OG0020172		
OG0020173		
OG0020174		
OG0020175		
OG0020176		
OG0020177		
OG0020178		
OG0020179		
OG0020180		
OG0020181		
OG0020182		
OG0020183		
OG0020184		
OG0020185		
OG0020186		
OG0020187		AT1G20600, AT4G03160, AT4G03170
OG0020188		
OG0020189		
OG0020190		
OG0020191		
OG0020192		
OG0020193		
OG0020194		
OG0020195		
OG0020196		
OG0020197		
OG0020198		
OG0020199		
OG0020200		
OG0020201		
OG0020202		
OG0020203		
OG0020204		
OG0020205		
OG0020206		
OG0020207		
OG0020208		
OG0020209		
OG0020210		
OG0020211		
OG0020212		
OG0020213		
OG0020214		
OG0020215		
OG0020216		
OG0020217		
OG0020218		AT2G07777, ATMG00040, ATMG01090
OG0020219		
OG0020220		
OG0020221		
OG0020222		
OG0020223		
OG0020224		
OG0020225		
OG0020226		
OG0020227		
OG0020228		
OG0020229		
OG0020230		
OG0020231		
OG0020232		
OG0020233		
OG0020234		
OG0020235		
OG0020236		
OG0020237		
OG0020238		
OG0020239		
OG0020240		
OG0020241		
OG0020242		
OG0020243		
OG0020244		
OG0020245		
OG0020246		
OG0020247		
OG0020248		
OG0020249		
OG0020250		
OG0020251		
OG0020252		
OG0020253		
OG0020254		
OG0020255		
OG0020256		
OG0020257		
OG0020258		
OG0020259		
OG0020260		
OG0020261		
OG0020262		
OG0020263		
OG0020264		
OG0020265		
OG0020266		
OG0020267		
OG0020268		
OG0020269		
OG0020270		
OG0020271		
OG0020272		
OG0020273		
OG0020274		
OG0020275		
OG0020276		
OG0020277		
OG0020278		
OG0020279		
OG0020280		
OG0020281		
OG0020282		AT1G49205, AT3G18775
OG0020283		
OG0020284		
OG0020285		
OG0020286		
OG0020287		
OG0020288		
OG0020289		
OG0020290		
OG0020291		
OG0020292		
OG0020293		
OG0020294		
OG0020295		
OG0020296		
OG0020297		
OG0020298		
OG0020299		
OG0020300		
OG0020301		
OG0020302		
OG0020303		
OG0020304		
OG0020305		
OG0020306		
OG0020307		
OG0020308		
OG0020309		
OG0020310		
OG0020311		
OG0020312		AT4G05230
OG0020313		
OG0020314		
OG0020315		
OG0020316		
OG0020317		
OG0020318		
OG0020319		
OG0020320		
OG0020321		
OG0020322		
OG0020323		
OG0020324		
OG0020325		
OG0020326		
OG0020327		
OG0020328		
OG0020329		
OG0020330		
OG0020331		
OG0020332		
OG0020333		
OG0020334		
OG0020335		
OG0020336		
OG0020337		
OG0020338		
OG0020339		
OG0020340		
OG0020341		
OG0020342		
OG0020343		
OG0020344		
OG0020345		
OG0020346		
OG0020347		
OG0020348		
OG0020349		
OG0020350		
OG0020351		
OG0020352		
OG0020353		
OG0020354		
OG0020355		
OG0020356		
OG0020357		
OG0020358		
OG0020359		
OG0020360		
OG0020361		
OG0020362		
OG0020363		
OG0020364		
OG0020365		
OG0020366		
OG0020367		
OG0020368		
OG0020369		
OG0020370		
OG0020371		
OG0020372		
OG0020373		
OG0020374		
OG0020375		
OG0020376		
OG0020377		
OG0020378		
OG0020379		
OG0020380		
OG0020381		
OG0020382		
OG0020383		
OG0020384		
OG0020385		
OG0020386		
OG0020387		
OG0020388		AT1G21500
OG0020389		
OG0020390		
OG0020391		
OG0020392		
OG0020393		
OG0020394		
OG0020395		
OG0020396		
OG0020397		
OG0020398		
OG0020399		
OG0020400		
OG0020401		
OG0020402		
OG0020403		
OG0020404		
OG0020405		
OG0020406		
OG0020407		
OG0020408		
OG0020409		
OG0020410		
OG0020411		
OG0020412		
OG0020413		
OG0020414		
OG0020415		
OG0020416		
OG0020417		
OG0020418		
OG0020419		
OG0020420		
OG0020421		
OG0020422		
OG0020423		
OG0020424		
OG0020425		
OG0020426		
OG0020427		
OG0020428		
OG0020429		
OG0020430		
OG0020431		
OG0020432		
OG0020433		
OG0020434		
OG0020435		
OG0020436		
OG0020437		
OG0020438		
OG0020439		
OG0020440		
OG0020441		
OG0020442		
OG0020443		
OG0020444		
OG0020445		
OG0020446		
OG0020447		
OG0020448		
OG0020449		
OG0020450		
OG0020451		
OG0020452		
OG0020453		
OG0020454		
OG0020455		
OG0020456		
OG0020457		
OG0020458		
OG0020459		
OG0020460		
OG0020461		
OG0020462		
OG0020463		
OG0020464		
OG0020465		
OG0020466		
OG0020467		
OG0020468		
OG0020469		
OG0020470		
OG0020471		
OG0020472		
OG0020473		
OG0020474		
OG0020475		
OG0020476		
OG0020477		
OG0020478		
OG0020479		
OG0020480		
OG0020481		
OG0020482		
OG0020483		
OG0020484		
OG0020485		
OG0020486		
OG0020487		
OG0020488		
OG0020489		
OG0020490		
OG0020491		
OG0020492		
OG0020493		
OG0020494		
OG0020495		
OG0020496		
OG0020497		
OG0020498		
OG0020499		
OG0020500		
OG0020501		
OG0020502		
OG0020503		
OG0020504		
OG0020505		
OG0020506		
OG0020507		
OG0020508		
OG0020509		
OG0020510		
OG0020511		
OG0020512		
OG0020513		
OG0020514		
OG0020515		
OG0020516		
OG0020517		
OG0020518		
OG0020519		
OG0020520		
OG0020521		
OG0020522		
OG0020523		
OG0020524		
OG0020525		
OG0020526		
OG0020527		
OG0020528		
OG0020529		
OG0020530		
OG0020531		
OG0020532		
OG0020533	ostta05g04260	
OG0020534		
OG0020535		
OG0020536		
OG0020537		
OG0020538		
OG0020539		
OG0020540		
OG0020541		
OG0020542		
OG0020543		
OG0020544		
OG0020545		
OG0020546		
OG0020547		
OG0020548		
OG0020549		AT2G34580
OG0020550		
OG0020551		
OG0020552		
OG0020553		AT1G01453, AT2G30505, AT2G46300, AT4G01110
OG0020554		AT1G02220, AT1G02230, AT1G02250, AT3G04410, AT3G04420
OG0020555		AT1G02405, AT1G23040, AT1G70990
OG0020556		AT1G03720, AT4G03580, AT5G17080, AT5G17130, AT5G17140
OG0020557		AT1G08985, AT1G43171, AT1G50220, AT2G21920, AT5G54067
OG0020558		AT1G09360, AT1G09370, AT1G56620, AT3G49330, AT5G24370
OG0020559		AT1G10455, AT1G51970, AT3G28853
OG0020560		AT1G10770, AT1G23350, AT1G60760, AT1G70540, AT3G36659
OG0020561		AT1G14800, AT1G36030, AT2G35280, AT3G30430, AT5G17167
OG0020562		AT1G15800, AT1G80610, AT4G32030, AT5G25210
OG0020563		AT1G22470, AT1G35210, AT1G72240
OG0020564		AT1G22885, AT1G22890, AT5G36907, AT5G44568, AT5G44570
OG0020565		AT1G23710, AT1G70420
OG0020566		AT1G25370, AT1G68340
OG0020567		AT1G26590, AT1G26610
OG0020568		AT1G28450, AT1G28460, AT1G29962, AT1G54760, AT3G04100
OG0020569		AT1G30860, AT2G34920, AT4G20160, AT5G44690
OG0020570		AT1G31140, AT1G31150, AT1G36970, AT3G31560, AT4G05555
OG0020571		AT1G33220, AT5G20330, AT5G20340, AT5G20390, AT5G20560
OG0020572		AT1G36675, AT2G10975, AT3G29637, AT3G29645, AT5G33390
OG0020573		AT1G45100, AT3G10845, AT3G48835, AT3G48840, AT5G41690
OG0020574		AT1G47317, AT2G04045, AT2G04046, AT2G21465, AT2G25185
OG0020575		AT1G48020, AT3G17220
OG0020576		AT1G49920, AT1G64253, AT1G64255, AT1G64260
OG0020577		AT1G50760
OG0020578		AT1G52680, AT4G13560
OG0020579		AT1G56400, AT2G17305, AT3G29830, AT3G62230, AT5G54820
OG0020580		AT1G60787, AT2G21810, AT2G21830, AT2G21840, AT2G21850
OG0020581		AT1G62000, AT1G62060, AT1G62080, AT1G62220, AT1G62225
OG0020582		AT1G68325
OG0020583		AT1G70030
OG0020584		AT2G01740
OG0020585		AT2G02490, AT2G02498, AT2G02515, AT2G02525, AT2G19802
OG0020586		AT2G02835, AT2G02840, AT2G06904, AT2G06906, AT2G09840
OG0020587		AT2G04795, AT5G35732
OG0020588		AT2G07629, ATMG00670, ATMG00690, ATMG01020, ATMG01200
OG0020589		AT2G07722, ATMG00170, ATMG00620
OG0020590		AT2G11620, AT2G11623, AT2G29605, AT2G29850, AT3G45800
OG0020591		AT2G14775, AT2G14800, AT2G40955, AT3G44713, AT4G15096
OG0020592		AT2G14935, AT3G04943, AT3G04945, AT3G23165, AT3G23167
OG0020593		AT2G15345, AT3G05741, AT3G17225, AT3G17227, AT3G17230
OG0020594		AT2G15740, AT2G18490, AT4G26030, AT5G22990, AT5G42640
OG0020595		AT2G16592, AT2G16594, AT3G11825, AT3G12545, AT3G59455
OG0020596		AT2G18200, AT2G18210, AT3G50900, AT4G36500, AT5G66490
OG0020597		AT2G19220, AT3G11290, AT3G11300, AT3G11310, AT5G05800
OG0020598		AT2G27775
OG0020599		AT2G28010, AT2G28030, AT2G28040, AT2G28220, AT2G28225
OG0020600		AT2G28050, AT2G32630
OG0020601		AT3G06750, AT5G49280
OG0020602		AT3G13275
OG0020603		AT3G15860, AT3G44170, AT5G11830, AT5G26090, AT5G26100
OG0020604		AT3G16680
OG0020605		AT3G20850, AT5G19800, AT5G19810, AT5G26070, AT5G26080
OG0020606		AT3G28455
OG0020607		AT3G31950, AT4G06479, AT4G06526, AT5G29070, AT5G34870
OG0020608		AT3G42725
OG0020609		AT3G50450, AT3G50460, AT3G50470, AT3G50480
OG0020610		AT3G54070, AT5G35830
OG0020611		AT3G55210, AT3G56530, AT3G56560, AT5G39540, AT5G39690
OG0020612		AT3G57460
OG0020613		AT3G60960, AT3G60980, AT3G61723, AT5G28340, AT5G28380
OG0020614		AT4G04490, AT4G04500, AT4G04510, AT4G04540, AT4G04570
OG0020615		AT4G15710, AT4G15715, AT5G56910, AT5G56920, AT5G56990
OG0020616		AT4G21780
OG0020617		AT4G22870
OG0020618		AT4G27140, AT4G27150, AT4G27160, AT4G27170, AT5G54740
OG0020619		AT4G30070, AT4G30074, AT5G38317, AT5G38330, AT5G42242
OG0020620		AT4G31910
OG0020621		AT5G03970
OG0020622		AT5G08770
OG0020623		AT5G13590
OG0020624		AT5G18710, AT5G18720, AT5G18730, AT5G18740
OG0020625		AT5G22210
OG0020626		AT5G24155
OG0020627		AT5G46080
OG0020628		AT5G50990
OG0020629		AT5G66440
OG0020630		
OG0020631		
OG0020632		
OG0020633		
OG0020634		
OG0020635		
OG0020636		
OG0020637		
OG0020638		
OG0020639		
OG0020640		
OG0020641		
OG0020642		
OG0020643		
OG0020644		
OG0020645		
OG0020646		
OG0020647		
OG0020648		
OG0020649		
OG0020650		
OG0020651		
OG0020652		
OG0020653		
OG0020654		
OG0020655		
OG0020656		
OG0020657		
OG0020658		
OG0020659		
OG0020660		
OG0020661		
OG0020662		
OG0020663		
OG0020664		
OG0020665		
OG0020666		
OG0020667		
OG0020668		
OG0020669		
OG0020670		
OG0020671		
OG0020672		
OG0020673		
OG0020674		
OG0020675		
OG0020676		
OG0020677		
OG0020678		
OG0020679		
OG0020680		
OG0020681		
OG0020682		
OG0020683		
OG0020684		
OG0020685		
OG0020686		
OG0020687		
OG0020688		
OG0020689	ostta05g04020	
OG0020690		
OG0020691		
OG0020692		
OG0020693		
OG0020694		
OG0020695		
OG0020696		
OG0020697	ostta14g03030, ostta17g01960, ostta18g01180	
OG0020698	ostta06g03360	
OG0020699	ostta01g04640, ostta11g01040	
OG0020700	ostta01g04420	
OG0020701	ostta08g02150	
OG0020702	ostta08g02390	
OG0020703	ostta01g01060	
OG0020704	ostta12g01190	
OG0020705	ostta10g00060	
OG0020706	ostta10g03160, ostta11g01330	
OG0020707		
OG0020708	ostta07g01490	
OG0020709	ostta07g01450	
OG0020710	ostta07g01100	
OG0020711	ostta12g02310	
OG0020712	ostta05g00160	
OG0020713	ostta05g00100, ostta10g02580	
OG0020714	ostta05g00530	
OG0020715	ostta04g01010	
OG0020716	ostta05g03070	
OG0020717		
OG0020718		
OG0020719	ostta01g03310, ostta05g04210	
OG0020720	ostta08g00760, ostta09g03750	
OG0020721	ostta13g02865	
OG0020722	ostta05g00320	
OG0020723		
OG0020724	ostta06g03790	
OG0020725	ostta06g04510	
OG0020726	ostta14g00060	
OG0020727	ostta02g03300	
OG0020728		
OG0020729	ostta04g01850, ostta04g02440	
OG0020730	ostta04g02220	
OG0020731	ostta03g05260	
OG0020732	ostta03g05170	
OG0020733	ostta12g02660	
OG0020734	ostta03g04460	
OG0020735	ostta05g04850	
OG0020736		
OG0020737	ostta15g02700	
OG0020738	ostta19g00310	
OG0020739		
OG0020740	ostta04g03120, ostta11g00190	
OG0020741	ostta04g03950	
OG0020742	ostta04g04420	
OG0020743	ostta11g02580	
OG0020744	ostta03g03420, ostta09g04340	
OG0020745	ostta04g00590	
OG0020746	ostta09g02760	
OG0020747	ostta09g00330	
OG0020748	ostta09g00140	
OG0020749		
OG0020750		
OG0020751	ostta10g03080	
OG0020752	ostta10g01080	
OG0020753	ostta02g03600, ostta19g00075, ostta19g00640	
OG0020754	ostta10g03510	
OG0020755	ostta02g02790	
OG0020756	ostta07g04550, ostta07g04560	
OG0020757	ostta02g05070	
OG0020758	ostta02g02730	
OG0020759	ostta02g00210	
OG0020760	ostta01g05300, ostta20g00170	
OG0020761	ostta01g06555	
OG0020762	ostta13g02820, ostta16g00350	
OG0020763		
OG0020764	ostta13g01040	
OG0020765	ostta10g03110, ostta13g01340	
OG0020766		
OG0020767		
OG0020768	ostta19g00070	
OG0020769		
OG0020770		
OG0020771		
OG0020772		
OG0020773		
OG0020774		
OG0020775		
OG0020776		
OG0020777		
OG0020778		
OG0020779		
OG0020780		
OG0020781		
OG0020782		
OG0020783		
OG0020784		
OG0020785		
OG0020786		
OG0020787		
OG0020788		
OG0020789		
OG0020790		
OG0020791		
OG0020792		
OG0020793		
OG0020794		
OG0020795		
OG0020796		
OG0020797		
OG0020798		
OG0020799		
OG0020800		
OG0020801		
OG0020802		
OG0020803		
OG0020804		
OG0020805		
OG0020806		
OG0020807		
OG0020808		
OG0020809		
OG0020810		
OG0020811		
OG0020812		
OG0020813		
OG0020814		
OG0020815		
OG0020816		
OG0020817		
OG0020818		
OG0020819		
OG0020820		
OG0020821		
OG0020822		
OG0020823		
OG0020824		
OG0020825		
OG0020826		
OG0020827		
OG0020828		
OG0020829		
OG0020830		
OG0020831		
OG0020832		
OG0020833		
OG0020834		
OG0020835		
OG0020836		
OG0020837		
OG0020838		
OG0020839		
OG0020840		
OG0020841		
OG0020842		
OG0020843		
OG0020844		
OG0020845		
OG0020846		
OG0020847		
OG0020848		
OG0020849		
OG0020850		
OG0020851		
OG0020852		
OG0020853		
OG0020854		
OG0020855		
OG0020856		
OG0020857		
OG0020858		
OG0020859		
OG0020860		
OG0020861		
OG0020862		
OG0020863		
OG0020864		
OG0020865		
OG0020866		
OG0020867		
OG0020868		
OG0020869		
OG0020870		
OG0020871		
OG0020872		
OG0020873		
OG0020874		
OG0020875		
OG0020876		
OG0020877		
OG0020878		
OG0020879		
OG0020880		
OG0020881		
OG0020882		
OG0020883		
OG0020884		
OG0020885		
OG0020886		
OG0020887		
OG0020888		
OG0020889		
OG0020890		
OG0020891		
OG0020892		
OG0020893		
OG0020894		
OG0020895		
OG0020896		
OG0020897		
OG0020898		
OG0020899		
OG0020900		
OG0020901		
OG0020902		
OG0020903		
OG0020904		
OG0020905		
OG0020906		
OG0020907		
OG0020908		
OG0020909		
OG0020910		
OG0020911		
OG0020912		
OG0020913		
OG0020914		
OG0020915		
OG0020916		
OG0020917	ostta11g01570	
OG0020918		
OG0020919		
OG0020920		
OG0020921		
OG0020922		
OG0020923		
OG0020924		
OG0020925		
OG0020926		
OG0020927		
OG0020928		
OG0020929		
OG0020930		
OG0020931		
OG0020932		
OG0020933		
OG0020934		
OG0020935		
OG0020936		
OG0020937		
OG0020938		
OG0020939		
OG0020940		
OG0020941		
OG0020942		
OG0020943		
OG0020944		
OG0020945		
OG0020946		
OG0020947		
OG0020948		
OG0020949		
OG0020950		
OG0020951		
OG0020952		
OG0020953		
OG0020954		
OG0020955		
OG0020956		
OG0020957		
OG0020958		
OG0020959		
OG0020960		
OG0020961		
OG0020962		
OG0020963		
OG0020964		
OG0020965		
OG0020966		
OG0020967		
OG0020968		
OG0020969		
OG0020970		
OG0020971		
OG0020972		
OG0020973		
OG0020974		
OG0020975		
OG0020976		
OG0020977		
OG0020978		
OG0020979		
OG0020980		
OG0020981		
OG0020982		
OG0020983		
OG0020984		
OG0020985		
OG0020986		
OG0020987		
OG0020988		
OG0020989		
OG0020990		
OG0020991		
OG0020992		
OG0020993		
OG0020994		
OG0020995		
OG0020996		
OG0020997		
OG0020998		
OG0020999		
OG0021000		
OG0021001		
OG0021002		
OG0021003		
OG0021004		
OG0021005		
OG0021006		
OG0021007		
OG0021008		
OG0021009		
OG0021010		
OG0021011		
OG0021012		
OG0021013		
OG0021014		
OG0021015		
OG0021016		
OG0021017		
OG0021018		
OG0021019		
OG0021020		
OG0021021		
OG0021022		
OG0021023		
OG0021024		
OG0021025		
OG0021026		
OG0021027		
OG0021028		
OG0021029		
OG0021030		
OG0021031		
OG0021032		
OG0021033		
OG0021034		
OG0021035		
OG0021036		
OG0021037		
OG0021038		
OG0021039		
OG0021040		
OG0021041		
OG0021042		
OG0021043		
OG0021044		
OG0021045		
OG0021046		
OG0021047		
OG0021048		
OG0021049		
OG0021050		
OG0021051		
OG0021052		
OG0021053		
OG0021054		
OG0021055		
OG0021056		
OG0021057		
OG0021058		
OG0021059		
OG0021060		
OG0021061		
OG0021062		
OG0021063		
OG0021064		
OG0021065		
OG0021066		
OG0021067		
OG0021068		
OG0021069		
OG0021070		
OG0021071		
OG0021072		
OG0021073		
OG0021074		
OG0021075	ostta01g06440	
OG0021076		
OG0021077		
OG0021078		
OG0021079		
OG0021080		
OG0021081		
OG0021082		
OG0021083		
OG0021084		
OG0021085		
OG0021086		
OG0021087		
OG0021088		
OG0021089		
OG0021090		
OG0021091		
OG0021092		
OG0021093		
OG0021094		
OG0021095		
OG0021096		
OG0021097		
OG0021098		
OG0021099		
OG0021100		
OG0021101		
OG0021102		
OG0021103		
OG0021104		
OG0021105		
OG0021106		
OG0021107		
OG0021108		
OG0021109		
OG0021110		
OG0021111		
OG0021112		
OG0021113		
OG0021114		
OG0021115		
OG0021116		
OG0021117		
OG0021118		
OG0021119		
OG0021120		
OG0021121		
OG0021122		
OG0021123		
OG0021124		
OG0021125		
OG0021126		
OG0021127		
OG0021128		
OG0021129		
OG0021130		
OG0021131		
OG0021132		
OG0021133		
OG0021134		
OG0021135		
OG0021136		
OG0021137		
OG0021138		
OG0021139		
OG0021140		
OG0021141		
OG0021142		
OG0021143		
OG0021144		
OG0021145		
OG0021146		
OG0021147		
OG0021148		
OG0021149		
OG0021150		
OG0021151		
OG0021152		
OG0021153		
OG0021154		
OG0021155		
OG0021156		
OG0021157		
OG0021158		
OG0021159		
OG0021160		
OG0021161		
OG0021162		
OG0021163		
OG0021164		
OG0021165		
OG0021166		
OG0021167		
OG0021168		
OG0021169		
OG0021170		
OG0021171		
OG0021172		
OG0021173		
OG0021174		
OG0021175		
OG0021176		
OG0021177		
OG0021178		
OG0021179		
OG0021180		
OG0021181		
OG0021182		
OG0021183		
OG0021184		
OG0021185		
OG0021186		
OG0021187		
OG0021188		
OG0021189		
OG0021190		
OG0021191		
OG0021192		
OG0021193		
OG0021194		
OG0021195		
OG0021196		
OG0021197		
OG0021198		
OG0021199		
OG0021200		
OG0021201		
OG0021202		
OG0021203		
OG0021204		
OG0021205		
OG0021206		
OG0021207		
OG0021208		
OG0021209		
OG0021210		
OG0021211		
OG0021212		
OG0021213		
OG0021214		
OG0021215		
OG0021216		
OG0021217		
OG0021218		
OG0021219		
OG0021220		
OG0021221		
OG0021222		
OG0021223		
OG0021224		
OG0021225		
OG0021226		
OG0021227		
OG0021228		
OG0021229		
OG0021230		
OG0021231		
OG0021232		
OG0021233		
OG0021234		
OG0021235		
OG0021236		
OG0021237		
OG0021238		
OG0021239		
OG0021240		
OG0021241		
OG0021242		
OG0021243		
OG0021244		
OG0021245		
OG0021246		
OG0021247		
OG0021248		
OG0021249		
OG0021250		
OG0021251		
OG0021252		
OG0021253		
OG0021254		
OG0021255		
OG0021256	ostta04g00680	
OG0021257		
OG0021258		
OG0021259		
OG0021260		
OG0021261		
OG0021262		
OG0021263		
OG0021264		
